player_id,nome,eta,genere,paese,città,mestiere,istruzione,soddisfazione,classe_personaggio,livello,salute_media,attacco_medio,destrezza,oggetti_usati,numero_battaglie,numero_vittorie,numero_sconfitte,tempo_totale_giocato,crediti_attuali,spesa_mensile,numero_acquisti,tipo_acquisti,abbonamento_attivo,rimborso_totale,giorni_attivi,sessioni_giornaliere_medie,durata_media_sessione,ora_punta_login,giorno_settimana_attivo,pausa_media_tra_sessioni,tipo_dispositivo,versione_app,numero_crash,latency_media,bug_rilevati,cluster_comportamentale,canale_acquisizione,campagne_risposta,profilo_social_integrato
24,Amber,62.0,F,Iceland,Lake Christianside,Press sub,Scuola Media,9,,90,28.0,10.0,20,"Medaglione,Scudo",143,170,397,11601,972.0,,67,"Bomba,Pozione,Bomba",0,560,223,5.0,158,1,Gio,35.5,Tablet,2.0,3,44,7,Casual,Referral,5,0
25,Elizabeth,30.0,F,Egypt,Brewerstad,Licensed conveyancer,Superiore,8,Guerriero,61,44.0,7.0,12,"Bomba,Medaglione",181,124,125,8557,2616.0,1.0,89,"Bomba,Medaglione",1,95,56,3.0,126,6,Sab,3.3,Mobile,1.2,7,117,5,Casual,Referral,15,0
26,Melinda,67.0,F,Ecuador,Buchananbury,Multimedia specialist,Scuola Media,1,Ladro,70,31.0,45.0,6,"Bomba,Pozione",496,58,11,14772,476.0,1.0,35,"Scudo,Medaglione",0,581,117,3.3,171,17,Gio,68.5,Tablet,2.0,1,38,0,Casual,Pubblicità,6,0
27,Katherine,44.0,M,Uzbekistan,Floreschester,Haematologist,Università,9,Ladro,45,80.0,,6,"Bomba,Spada,Bomba",435,217,149,171,1357.0,3.0,15,Bomba,0,185,217,3.4,178,20,Mer,53.1,Mobile,1.1,0,116,1,Hardcore,Pubblicità,10,1
28,Maria,30.0,M,Colombia,Port Brenda,Education administrator,Post-Laurea,10,Guerriero,45,44.0,26.0,13,Scudo,2,264,255,7206,2692.0,3.0,67,"Bomba,Scudo",0,667,188,1.9,95,0,Ven,30.5,Mobile,1.2,4,40,7,Casual,Pubblicità,7,0
29,Edward,27.0,F,Afghanistan,South Andrew,Dealer,Università,1,Mago,3,39.0,35.0,8,Spada,211,231,397,9030,3196.0,2.0,78,"Bomba,Spada,Bomba",1,306,249,1.5,161,14,Sab,34.2,PC,2.0,3,298,5,Spender,Pubblicità,0,0
30,Anthony,58.0,,Brazil,Jackport,"Engineer, agricultural",Scuola Media,8,Guerriero,93,76.0,26.0,12,"Scudo,Pozione",136,233,67,8617,3869.0,2.0,94,Scudo,0,313,206,2.3,35,17,Ven,44.3,PC,1.2,8,47,0,Hardcore,Organic,8,0
31,Jimmy,28.0,M,Lesotho,Lake Stephenton,Broadcast engineer,Scuola Media,8,Guerriero,51,69.0,17.0,12,"Medaglione,Spada",293,282,265,16570,3862.0,13.0,0,Spada,0,519,80,3.3,16,11,Mer,48.1,PC,1.2,9,250,4,Casual,Pubblicità,0,0
32,Holly,68.0,M,Colombia,West Thomas,"Radiographer, therapeutic",,5,Ladro,74,100.0,25.0,11,"Medaglione,Spada,Medaglione",381,425,455,18550,3270.0,8.0,97,"Spada,Scudo,Medaglione",0,440,34,3.7,76,7,Gio,33.3,Mobile,1.1,6,100,6,Casual,Referral,17,1
33,Michael,65.0,F,Australia,Brownmouth,Wellsite geologist,Scuola Media,1,Mago,30,28.0,23.0,15,Pozione,248,295,500,14914,3934.0,2.0,10,Spada,0,866,58,2.7,19,18,Mar,14.2,Mobile,1.1,7,237,8,Hardcore,Organic,16,0
34,Jeffery,67.0,F,Sao Tome and Principe,South Justin,Fitness centre manager,Università,6,Mago,54,71.0,40.0,3,"Scudo,Medaglione,Scudo",113,119,237,19046,887.0,9.0,72,Bomba,1,149,240,0.8,154,12,Mar,58.4,Mobile,1.1,1,40,5,Casual,Referral,17,0
35,Alexis,69.0,F,Spain,New Danieltown,Accounting technician,Università,7,Mago,73,63.0,,11,"Pozione,Pozione,Medaglione",296,63,445,6995,3562.0,1.0,32,"Medaglione,Pozione,Pozione",0,394,321,4.9,151,8,Ven,62.5,Mobile,2.0,2,263,5,Casual,Pubblicità,8,1
36,Tyler,,F,New Caledonia,Cruzshire,Dispensing optician,Università,8,Mago,91,71.0,45.0,15,"Scudo,Scudo",376,60,123,13580,4620.0,9.0,93,"Bomba,Pozione",0,562,340,2.3,31,15,Mer,65.4,PC,1.2,8,195,4,Hardcore,Pubblicità,19,0
37,Kevin,29.0,M,Haiti,Clarkchester,Lawyer,Università,2,Mago,53,71.0,26.0,8,Spada,250,180,72,6744,1497.0,3.0,25,"Medaglione,Scudo,Pozione",1,883,81,3.6,115,19,Lun,12.6,PC,1.1,4,42,9,Hardcore,Organic,0,0
38,Michael,51.0,M,Holy See (Vatican City State),Garciaside,Electrical engineer,Superiore,9,Mago,93,55.0,25.0,16,"Pozione,Spada",195,53,65,10850,294.0,11.0,95,"Spada,Bomba",0,458,107,4.4,82,13,Sab,17.5,Mobile,1.1,8,124,9,Casual,Organic,6,0
39,Hunter,23.0,M,Uganda,West Michael,Field trials officer,Superiore,5,Mago,29,60.0,34.0,8,"Medaglione,Spada",235,41,186,2965,712.0,18.0,20,Spada,1,638,297,1.8,31,7,Sab,53.3,PC,1.2,0,177,4,Hardcore,Pubblicità,2,0
40,Brianna,14.0,M,Turkey,East Brandyborough,Geophysical data processor,Post-Laurea,5,Mago,64,83.0,49.0,12,"Scudo,Medaglione,Bomba",174,480,35,2039,4600.0,4.0,73,"Bomba,Pozione",0,180,195,1.1,134,10,Lun,37.6,PC,1.1,9,26,6,Hardcore,Pubblicità,19,0
41,Sean,16.0,M,Somalia,East Lori,"Engineer, chemical",Scuola Media,10,Mago,95,95.0,42.0,6,Bomba,149,6,440,9392,4479.0,20.0,66,Spada,0,321,203,4.3,148,9,Mer,61.6,Mobile,1.2,8,281,6,Hardcore,Pubblicità,2,0
42,Paul,35.0,M,Kuwait,Bakermouth,Multimedia specialist,Post-Laurea,7,Ladro,100,64.0,39.0,3,"Scudo,Bomba",445,432,96,12945,2341.0,1.0,49,"Spada,Bomba",0,497,308,0.7,5,15,Sab,38.9,Mobile,1.2,0,110,0,Hardcore,Organic,14,0
43,Sarah,27.0,M,Bouvet Island (Bouvetoya),Boydland,IT sales professional,Post-Laurea,8,Ladro,57,81.0,42.0,3,Spada,175,301,204,7299,1069.0,51.0,51,Bomba,0,849,190,3.7,78,16,Sab,2.1,PC,2.0,0,50,3,Casual,Pubblicità,1,0
44,Kelsey,24.0,M,Andorra,Kellyfort,"Scientist, research (medical)",Scuola Media,5,Mago,4,65.0,32.0,4,Bomba,348,286,207,15058,3119.0,3.0,29,"Bomba,Pozione",0,560,280,1.5,17,0,Sab,63.4,PC,1.2,2,234,1,Hardcore,Referral,2,0
45,Kevin,,M,Samoa,Brownfurt,Chief Operating Officer,Università,3,Mago,39,23.0,28.0,10,"Spada,Scudo,Scudo",249,206,280,2483,2962.0,5.0,14,"Scudo,Pozione,Medaglione",1,693,282,3.5,56,11,Sab,32.0,PC,1.2,9,293,3,Hardcore,Referral,19,0
46,Heather,43.0,F,Bermuda,Joehaven,Health service manager,Università,3,Guerriero,95,,36.0,14,"Spada,Medaglione,Pozione",13,215,371,10282,1821.0,7.0,23,"Pozione,Pozione",1,164,108,4.9,56,10,Mer,3.5,PC,1.2,1,208,1,Spender,Referral,11,0
47,Christine,38.0,F,Guyana,Cookehaven,Biomedical engineer,Scuola Media,1,Guerriero,91,23.0,18.0,6,"Bomba,Pozione,Bomba",320,158,207,5106,3500.0,11.0,4,"Spada,Pozione",0,812,45,2.2,144,20,Mar,14.8,Mobile,1.1,3,148,5,Casual,Pubblicità,10,1
48,Samantha,,M,Japan,Christianside,Glass blower/designer,Post-Laurea,1,Ladro,3,54.0,16.0,9,"Medaglione,Scudo",10,309,29,8540,2351.0,14.0,16,"Scudo,Medaglione",0,108,309,2.9,19,10,Mar,41.4,Mobile,1.0,8,143,3,Casual,Organic,14,0
49,Laura,63.0,F,Netherlands Antilles,Laurashire,Radio broadcast assistant,Post-Laurea,6,Guerriero,30,46.0,20.0,19,"Scudo,Spada,Scudo",473,314,400,1637,2752.0,7.0,33,"Pozione,Scudo",0,152,79,3.7,149,8,Lun,6.3,Mobile,1.2,8,105,0,Casual,Organic,8,1
50,Perry,40.0,M,Kazakhstan,Cesarport,"Investment banker, operational",Post-Laurea,9,Mago,28,99.0,48.0,16,"Bomba,Medaglione,Medaglione",102,163,172,16355,563.0,15.0,91,"Medaglione,Bomba",0,464,24,2.6,143,10,Dom,29.2,PC,1.1,8,194,4,Spender,Referral,2,1
51,Adriana,40.0,F,France,New Shannon,Special effects artist,Università,1,Mago,11,34.0,10.0,5,"Pozione,Medaglione,Spada",169,297,387,1230,3293.0,8.0,47,Bomba,0,624,344,3.0,176,12,Ven,68.4,PC,2.0,9,210,4,Hardcore,Pubblicità,18,0
52,Kevin,53.0,M,Singapore,Lake Misty,Solicitor,Scuola Media,10,Mago,75,38.0,8.0,18,"Scudo,Spada",213,311,332,1364,2582.0,4.0,40,Pozione,0,475,361,0.9,109,10,Gio,63.1,Mobile,1.0,8,206,4,Casual,Referral,0,1
53,Cynthia,59.0,F,Bahamas,Nathanbury,"Nurse, adult",Università,9,Guerriero,62,55.0,25.0,13,"Spada,Spada",325,5,23,16740,148.0,1.0,59,Scudo,0,105,276,2.0,75,9,Ven,10.1,PC,2.0,8,106,8,Casual,Organic,0,1
54,Matthew,32.0,F,Suriname,Lake Ryanside,Brewing technologist,Superiore,1,Mago,2,24.0,20.0,1,"Spada,Medaglione",295,137,213,10261,1496.0,0.0,74,Pozione,0,411,206,1.9,21,9,Mer,54.8,Mobile,1.0,8,260,7,Casual,Pubblicità,15,0
55,Brian,19.0,M,Portugal,Reneetown,"Education officer, community",Superiore,3,Mago,91,44.0,16.0,19,Spada,301,130,150,12036,,9.0,68,"Bomba,Scudo,Spada",0,321,153,4.6,65,6,Dom,31.1,PC,2.0,5,138,9,Casual,Referral,17,0
56,Randy,14.0,F,French Guiana,Andersontown,Fish farm manager,Università,9,Ladro,12,91.0,26.0,19,"Medaglione,Pozione,Bomba",146,146,259,10500,941.0,9.0,52,Bomba,1,200,281,3.5,5,19,Gio,43.1,PC,1.2,7,192,6,Casual,Pubblicità,16,0
57,Kelli,21.0,F,Comoros,Costaburgh,Technical sales engineer,Scuola Media,10,Guerriero,51,61.0,8.0,12,Bomba,270,398,85,1361,2921.0,4.0,14,Spada,0,982,78,4.1,118,10,Dom,21.4,Mobile,1.1,1,135,9,Casual,Referral,16,0
58,Glenda,53.0,F,Colombia,Hopkinsshire,Government social research officer,Università,8,Mago,35,78.0,43.0,18,"Medaglione,Medaglione",440,84,458,11275,363.0,58.0,19,"Scudo,Pozione",0,485,106,2.9,92,11,Mar,40.4,PC,1.2,9,29,5,Hardcore,Organic,13,1
59,Lisa,63.0,F,Belarus,West Natalie,Television/film/video producer,Università,5,Guerriero,1,93.0,28.0,18,Scudo,158,241,260,6185,,4.0,58,"Spada,Spada",0,993,170,2.9,37,6,Gio,64.0,Mobile,1.0,6,281,4,Casual,Referral,18,0
60,Amy,55.0,F,Holy See (Vatican City State),Lake Sarahview,Records manager,Superiore,6,Guerriero,76,73.0,45.0,8,"Pozione,Medaglione,Pozione",97,30,427,13070,885.0,3.0,14,"Scudo,Pozione",0,798,108,2.7,24,10,Sab,46.0,Mobile,1.0,1,229,0,Casual,Organic,17,0
61,Samuel,61.0,M,Moldova,Lake Christopherbury,Marketing executive,Scuola Media,9,Mago,75,49.0,32.0,1,"Bomba,Pozione",327,291,106,14818,848.0,22.0,96,"Scudo,Spada",0,392,277,2.0,78,9,Ven,64.0,PC,2.0,7,134,3,Casual,Pubblicità,13,1
62,Matthew,66.0,F,Christmas Island,Whiteton,"Psychologist, clinical",Superiore,1,Mago,68,50.0,13.0,17,"Pozione,Bomba,Scudo",397,234,161,8121,1053.0,10.0,31,"Medaglione,Pozione",1,89,276,2.5,107,14,Lun,52.1,PC,1.0,5,204,6,Spender,Organic,13,1
63,Cameron,,M,Kuwait,North Amy,Production manager,Università,3,Guerriero,74,67.0,49.0,19,"Bomba,Spada",349,455,275,4413,4595.0,0.0,69,"Pozione,Medaglione,Scudo",1,277,103,1.1,114,18,Dom,10.8,PC,1.1,0,141,6,Casual,Referral,10,0
64,Jenna,50.0,F,Malaysia,Port Emily,"Administrator, education",Superiore,1,Guerriero,61,71.0,15.0,6,"Medaglione,Scudo",35,436,198,17123,4813.0,17.0,20,"Spada,Scudo",0,887,108,0.7,90,11,Mar,18.7,Tablet,2.0,6,26,5,Spender,Pubblicità,15,0
65,Kimberly,53.0,F,Congo,West Jason,"Nurse, learning disability",Università,6,Ladro,75,78.0,30.0,3,Spada,115,30,11,7024,1909.0,7.0,75,"Spada,Pozione",0,386,239,2.6,133,4,Mar,20.3,PC,1.2,6,233,1,Hardcore,Pubblicità,18,0
66,Katherine,25.0,M,Montserrat,North Graceshire,Risk analyst,Scuola Media,7,Guerriero,95,76.0,40.0,4,Medaglione,488,297,203,18383,4848.0,4.0,93,"Pozione,Bomba,Spada",1,911,35,1.4,94,22,Ven,26.5,Mobile,1.2,4,75,2,Casual,Pubblicità,12,1
67,Sean,26.0,M,Northern Mariana Islands,West Lisa,Veterinary surgeon,Università,9,Guerriero,90,59.0,38.0,15,"Bomba,Medaglione,Bomba",121,476,381,436,1930.0,7.0,66,"Scudo,Spada",0,769,308,2.8,124,11,Gio,23.4,Mobile,1.0,0,233,0,Spender,Pubblicità,19,0
68,Peggy,24.0,M,Belize,North Michaelland,Copy,Università,3,Mago,11,22.0,24.0,16,Spada,490,74,32,8318,2109.0,2.0,47,"Spada,Pozione,Scudo",0,590,186,4.0,25,9,Lun,64.7,Mobile,2.0,6,66,8,Hardcore,Organic,14,1
69,Raymond,46.0,F,Mayotte,Fischerton,Public relations account executive,Superiore,5,Mago,61,50.0,48.0,12,"Spada,Pozione",50,79,84,15693,4736.0,22.0,97,"Scudo,Bomba,Spada",0,373,220,3.8,105,17,Ven,27.1,PC,1.2,9,274,5,Casual,Pubblicità,13,0
70,Benjamin,35.0,M,Congo,Andreamouth,Air broker,Superiore,8,Guerriero,97,21.0,16.0,8,"Pozione,Spada,Scudo",103,11,342,8132,4331.0,53.0,69,"Scudo,Spada,Bomba",0,196,314,1.1,46,19,Sab,23.2,Mobile,1.0,8,82,7,Spender,Referral,11,0
71,Jennifer,68.0,F,Ghana,East Michelleville,Transport planner,Superiore,3,Guerriero,89,72.0,16.0,1,"Medaglione,Pozione,Bomba",74,460,353,15838,1043.0,9.0,26,"Pozione,Pozione,Scudo",0,670,52,1.4,134,13,Sab,57.7,Mobile,1.2,5,191,9,Hardcore,Pubblicità,16,1
72,Edgar,30.0,F,Lithuania,North Kennethfurt,Commercial/residential surveyor,Università,5,Ladro,34,78.0,19.0,14,Bomba,425,491,279,10415,1901.0,9.0,15,"Medaglione,Scudo,Bomba",0,657,280,5.0,29,7,Gio,65.5,PC,1.0,8,267,3,Casual,Organic,9,0
73,Sandra,41.0,F,Svalbard & Jan Mayen Islands,Port Jeremymouth,Amenity horticulturist,Superiore,7,Mago,81,23.0,22.0,8,"Scudo,Pozione",48,350,411,13217,1357.0,,6,Bomba,0,928,323,2.2,103,8,Mar,8.6,PC,2.0,1,220,4,Casual,Pubblicità,11,0
74,Deborah,32.0,M,Martinique,Lindseyville,Pathologist,Università,8,Mago,51,91.0,43.0,8,Scudo,468,309,49,19794,4574.0,8.0,23,"Medaglione,Medaglione",0,301,77,2.0,64,6,Dom,60.1,Mobile,1.1,0,141,8,Casual,Pubblicità,18,0
75,William,17.0,M,Cocos (Keeling) Islands,Bennetttown,Tourism officer,Università,6,Ladro,60,46.0,31.0,18,"Scudo,Bomba,Medaglione",397,211,319,18221,1950.0,1.0,29,Bomba,1,107,175,1.2,21,18,Gio,62.9,PC,1.2,2,289,3,Casual,Organic,13,0
76,Luis,69.0,F,Austria,Samuelchester,Soil scientist,Scuola Media,8,Guerriero,31,68.0,9.0,12,"Pozione,Pozione,Pozione",133,244,203,8085,3418.0,10.0,36,"Pozione,Bomba",0,459,291,2.9,77,17,Ven,63.6,PC,2.0,4,276,6,Hardcore,Referral,3,0
77,Keith,21.0,F,Ethiopia,Meyerfort,Sports therapist,Università,10,Guerriero,55,97.0,,11,Pozione,355,248,407,11926,3300.0,20.0,84,"Medaglione,Pozione",0,926,50,3.9,113,15,Mer,34.6,Mobile,2.0,2,167,1,Casual,Pubblicità,18,0
78,Robert,47.0,M,Belarus,New Devin,Research scientist (maths),Superiore,3,Guerriero,46,63.0,16.0,15,Medaglione,396,351,25,1962,2742.0,1.0,94,"Scudo,Spada",0,937,114,1.5,23,15,Mar,24.2,Mobile,1.1,1,118,9,Casual,Pubblicità,13,1
79,Kathleen,44.0,F,American Samoa,East Benjaminmouth,Visual merchandiser,Scuola Media,7,Mago,45,78.0,8.0,3,"Spada,Medaglione,Pozione",7,227,489,16694,2285.0,14.0,82,Pozione,0,539,185,2.5,85,11,Sab,62.0,Tablet,1.0,7,205,5,Hardcore,Pubblicità,9,1
80,Trevor,43.0,F,Cocos (Keeling) Islands,South Briana,Contracting civil engineer,Scuola Media,1,Ladro,39,,47.0,20,Medaglione,118,112,6,4374,3798.0,9.0,17,"Medaglione,Medaglione",1,751,209,2.2,7,6,Sab,61.6,PC,1.2,3,183,0,Hardcore,Pubblicità,14,0
81,Terrence,21.0,M,Tunisia,East Charlestown,Magazine features editor,Scuola Media,3,Guerriero,49,39.0,28.0,2,"Spada,Spada,Spada",16,360,312,1498,710.0,11.0,45,"Bomba,Medaglione,Spada",0,183,342,3.3,116,17,Ven,50.8,PC,2.0,9,164,6,Spender,Referral,3,0
82,Craig,39.0,M,Norway,North Hannah,Medical technical officer,Superiore,9,Mago,28,28.0,47.0,6,"Scudo,Medaglione",240,388,406,4569,852.0,2.0,42,"Pozione,Bomba,Bomba",1,680,96,2.3,64,9,Mar,37.6,PC,1.1,2,210,9,Casual,Pubblicità,15,0
83,David,65.0,M,British Indian Ocean Territory (Chagos Archipelago),Mayofort,Information systems manager,Università,1,Mago,3,75.0,44.0,4,Spada,152,7,376,16114,2053.0,10.0,26,"Medaglione,Scudo",0,428,8,3.3,155,0,Dom,45.1,PC,2.0,0,204,5,Casual,Organic,4,0
84,Sarah,50.0,F,Ecuador,Huffton,Lexicographer,Università,2,Guerriero,38,23.0,28.0,19,Scudo,68,277,352,184,1850.0,35.0,88,"Scudo,Spada,Bomba",0,574,23,3.6,55,0,Dom,56.7,PC,1.0,0,216,4,Hardcore,Referral,6,0
85,Kristy,30.0,F,Tuvalu,North Megan,Personal assistant,Università,1,,16,51.0,28.0,17,Spada,177,279,32,3565,3052.0,3.0,70,"Bomba,Pozione,Spada",1,418,234,0.6,91,10,Mer,27.2,Mobile,2.0,3,73,9,Hardcore,Organic,5,1
86,Brandon,63.0,M,Kenya,Michealborough,Ophthalmologist,Superiore,5,Ladro,54,98.0,35.0,15,"Scudo,Medaglione",94,116,83,17330,2039.0,29.0,35,"Spada,Bomba",1,166,192,1.8,37,14,Ven,53.2,PC,1.1,9,174,4,Casual,Pubblicità,1,0
87,Debra,62.0,M,North Macedonia,Lake Scott,Television/film/video producer,Università,8,Mago,6,96.0,46.0,1,"Scudo,Scudo,Pozione",197,364,418,7300,2056.0,6.0,62,"Medaglione,Spada",1,847,270,1.6,130,12,Sab,57.9,PC,1.2,3,53,5,Spender,Organic,2,0
88,Jamie,45.0,M,Argentina,South Jenna,Ship broker,Università,9,Ladro,87,52.0,14.0,8,Pozione,382,267,207,9596,1817.0,8.0,73,"Medaglione,Scudo,Bomba",0,303,200,4.0,41,8,Ven,37.1,PC,1.2,5,38,7,Casual,Pubblicità,15,0
89,Sue,44.0,M,Slovenia,Maddenland,English as a second language teacher,Università,5,,22,52.0,50.0,20,"Spada,Pozione",194,314,346,10468,1385.0,7.0,18,Pozione,1,432,197,4.2,61,0,Ven,28.1,PC,1.1,6,185,6,Hardcore,Organic,10,0
90,David,38.0,M,Moldova,Lake Danielview,Advertising art director,Superiore,10,Ladro,97,61.0,31.0,6,Pozione,66,22,134,4457,2263.0,3.0,69,Pozione,0,881,265,4.7,57,19,Sab,71.1,PC,2.0,8,161,7,Casual,Pubblicità,7,0
